Sample1	Sample2	Distance	Species_2	Species_1	Comparison
Andreas170	AH.065	0.952023834	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	AH.065	0.952023834	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	AH.053	0.951364421	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	AH.053	0.951364421	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.065	0.960036701	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.065	0.960036701	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.157	0.872994417	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.157	0.872994417	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.052	0.989848943	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.052	0.989848943	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.058	0.959888479	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.058	0.959888479	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.068	0.989170146	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.068	0.989170146	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.055	0.99350741	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.055	0.99350741	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.053	0.969238082	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.053	0.969238082	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.057	0.967371424	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.057	0.967371424	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.067	0.977268009	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	AH.067	0.977268009	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.068	0.981528955	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.068	0.981528955	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.053	0.974876747	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.053	0.974876747	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.067	0.985011589	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.067	0.985011589	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.058	0.970077478	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.058	0.970077478	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.057	0.972557869	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.057	0.972557869	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.055	0.991799802	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.055	0.991799802	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.065	0.973019229	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.065	0.973019229	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.157	0.936026189	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.157	0.936026189	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.052	0.975487192	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas172	AH.052	0.975487192	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.067	0.979492491	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.067	0.979492491	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.055	0.993862434	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.055	0.993862434	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.065	0.963734254	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.065	0.963734254	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.053	0.967625655	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.053	0.967625655	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.157	0.869339623	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.157	0.869339623	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.057	0.965555148	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.057	0.965555148	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.058	0.962966284	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.058	0.962966284	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.068	0.975128985	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.068	0.975128985	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.052	0.977742448	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas173	AH.052	0.977742448	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.058	0.978176356	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.058	0.978176356	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.057	0.980424733	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.057	0.980424733	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.065	0.975906034	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.065	0.975906034	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.157	0.882256936	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.157	0.882256936	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.068	0.991866745	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.068	0.991866745	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.055	0.996058004	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.055	0.996058004	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.052	0.994345525	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.052	0.994345525	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.067	0.985847357	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.067	0.985847357	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.053	0.980180059	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas174	AH.053	0.980180059	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.055	0.96928525	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.055	0.96928525	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.065	0.973639199	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.065	0.973639199	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.067	0.995719091	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.067	0.995719091	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.057	0.978432366	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.057	0.978432366	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.053	0.970147228	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.053	0.970147228	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.058	0.981595632	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.058	0.981595632	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.052	0.895480973	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.052	0.895480973	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.157	0.983999152	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.157	0.983999152	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.068	0.92604145	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
Andreas178	AH.068	0.92604145	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas173	0.977742448	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas167	0.951586605	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas166	0.992648831	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas173	0.977742448	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas166	0.992648831	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas178	0.895480973	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas167	0.951586605	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas172	0.975487192	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas174	0.994345525	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas169	0.970059142	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas171	0.989848943	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas163	0.958509843	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas170	0.950269999	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas170	0.950269999	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas165	0.962517066	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas165	0.962517066	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas174	0.994345525	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas164	0.995553953	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas171	0.989848943	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas169	0.970059142	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas168	0.99748141	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas178	0.895480973	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas172	0.975487192	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas168	0.99748141	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas164	0.995553953	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.052	Andreas163	0.958509843	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas163	0.982640751	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas168	0.989952089	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas165	0.957414658	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas165	0.957414658	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas163	0.982640751	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas167	0.986241902	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas164	0.990153682	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas173	0.967625655	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas170	0.951364421	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas172	0.974876747	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas172	0.974876747	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas168	0.989952089	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas170	0.951364421	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas164	0.990153682	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
AH.053	Andreas166	0.989346827	Ngäbe-Buglé leopard frog (Pan.)	Lithobates warszewitschii (Pan.)	Lithobates warszewitschii (Pan.):Ngäbe-Buglé leopard frog (Pan.)
